set,81
warriorsvcavs,17
//t.co/ad9cuyujcz,16
win,56
tuesday,93
tonight,89
cleveland,104
go,17
nba,31
nbafinals,199
lebron,40
rt,211
cle,15
&,31
),29
(,21
ca,19
get,14
james,14
_nareese,15
warriors,341
5,19
dubnation,41
7,18
6,137
//t.co/ttgdrvrmel,16
?,51
hoy,20
...,84
's,47
cavaliers,96
//t.co/bu12lnxfgr,79
kingjames,18
night,87
allincle,40
stephencurry30,16
amp,25
day,25
mvp,18
look,16
gsw,35
game6,16
v,14
game,206
face,82
n't,22
depth,16
nbafinals2015,327
cavs,83
curry,30
